GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_022E,S0101_C01_022E,S0101_C01_007E,S0101_C01_007E,S0101_C01_008E,S0101_C01_008E,S0101_C01_028E,,S0101_C02_001E,S0101_C02_002E,S0101_C02_020E,S0101_C02_021E,S0101_C02_022E,S0101_C02_022E,S0101_C02_007E,S0101_C02_007E,S0101_C02_008E,S0101_C02_008E,S0101_C02_028E,,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_022E,S0101_C03_022E,S0101_C03_007E,S0101_C03_007E,S0101_C03_008E,S0101_C03_008E,S0101_C03_028E
Geography,Geographic Area Name,Total!!Estimate!!Total population,Total!!Estimate!!AGE!!Under 5 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!30 to 34 years,Total!!Estimate!!AGE!!30 to 34 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,,Male!!Estimate!!Total population,Male!!Estimate!!AGE!!Under 5 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!30 to 34 years,Male!!Estimate!!AGE!!30 to 34 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,,Female!!Estimate!!Total population,Female!!Estimate!!AGE!!Under 5 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!30 to 34 years,Female!!Estimate!!AGE!!30 to 34 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over
0500000US37185,"Warren County, North Carolina",20882,1253,2255,856,1775,8.5,1149,5.5,898,4.3,3905,,10521,652,1136,442,989,9.4,631,6,547,5.2,1683,,10361,601,1109,425,787,7.6,508,4.9,363,3.5,2228
0500000US37187,"Washington County, North Carolina",13179,857,1674,580,1015,7.7,593,4.5,554,4.2,2359,,6357,585,852,318,528,8.3,242,3.8,299,4.7,979,,6822,266,825,259,491,7.2,348,5.1,259,3.8,1378
0500000US37189,"Watauga County, North Carolina",50421,1866,3882,1261,16034,31.8,3025,6,2269,4.5,6101,,25266,935,2047,657,8136,32.2,1794,7.1,1162,4.6,2754,,25155,931,1836,604,7924,31.5,1258,5,1082,4.3,3346
0500000US37191,"Wayne County, North Carolina",121324,8735,16621,4974,12132,10,8250,6.8,7522,6.2,15529,,59328,4450,8484,2610,6407,10.8,4212,7.1,3738,6.3,6348,,61996,4216,8121,2418,5766,9.3,4030,6.5,3720,6,9237
0500000US37193,"Wilkes County, North Carolina",69162,4081,8853,2697,4911,7.1,3527,5.1,4219,6.1,11412,,34151,2152,4542,1434,2493,7.3,1776,5.2,2049,6,4952,,35011,1961,4306,1260,2416,6.9,1751,5,2136,6.1,6477
0500000US37195,"Wilson County, North Carolina",80351,5384,11008,3535,7071,8.8,4741,5.9,4741,5.9,11249,,38295,2757,5706,1685,3485,9.1,2336,6.1,2221,5.8,4557,,42056,2607,5341,1850,3575,8.5,2355,5.6,2565,6.1,6687
0500000US37197,"Yadkin County, North Carolina",38232,2256,5085,1644,2982,7.8,1797,4.7,2103,5.5,6155,,18795,1146,2669,865,1504,8,865,4.6,1071,5.7,2650,,19437,1108,2430,758,1477,7.6,914,4.7,1030,5.3,3479
0500000US37199,"Yancey County, North Carolina",17885,787,2236,608,1216,6.8,823,4.6,948,5.3,3631,,8626,405,1096,311,561,6.5,423,4.9,440,5.1,1622,,9259,389,1139,306,657,7.1,389,4.2,509,5.5,2000
0500000US38001,"Adams County, North Dakota",2337,122,203,98,150,6.4,79,3.4,82,3.5,589,,1124,57,97,58,87,7.7,37,3.3,34,3,266,,1213,66,106,40,63,5.2,42,3.5,49,4,321
0500000US38003,"Barnes County, North Dakota",11048,586,1204,409,1061,9.6,552,5,630,5.7,2188,,5472,306,564,202,553,10.1,301,5.5,339,6.2,947,,5576,284,636,206,513,9.2,251,4.5,290,5.2,1243
0500000US38005,"Benson County, North Dakota",6665,660,1213,373,593,8.9,340,5.1,340,5.1,860,,3364,333,616,192,293,8.7,192,5.7,168,5,424,,3301,327,594,178,297,9,152,4.6,175,5.3,436
0500000US38007,"Billings County, North Dakota",890,69,76,24,57,6.4,64,7.2,37,4.2,146,,476,36,36,10,27,5.7,44,9.2,12,2.5,73,,414,33,40,14,30,7.2,20,4.8,25,6,73
0500000US38009,"Bottineau County, North Dakota",6412,327,628,256,539,8.4,231,3.6,276,4.3,1366,,3313,172,335,142,308,9.3,123,3.7,142,4.3,639,,3099,155,294,115,229,7.4,112,3.6,133,4.3,722
0500000US38011,"Bowman County, North Dakota",3125,166,400,138,188,6,131,4.2,131,4.2,700,,1544,97,191,60,111,7.2,69,4.5,77,5,313,,1581,66,209,77,76,4.8,60,3.8,54,3.4,387
0500000US38013,"Burke County, North Dakota",1959,106,196,71,88,4.5,88,4.5,116,5.9,458,,989,54,83,30,65,6.6,45,4.6,72,7.3,182,,970,51,112,41,23,2.4,43,4.4,43,4.4,276
0500000US38015,"Burleigh County, North Dakota",80225,5215,9868,3049,8584,10.7,6017,7.5,5215,6.5,10750,,39508,2647,5097,1541,4227,10.7,3200,8.1,2687,6.8,4504,,40717,2565,4764,1507,4316,10.6,2850,7,2524,6.2,6230
0500000US38017,"Cass County, North Dakota",147222,10011,17078,4858,24439,16.6,13544,9.2,11189,7.6,14133,,74291,5126,8618,2526,12629,17,7132,9.6,5869,7.9,6018,,72931,4886,8460,2334,11888,16.3,6418,8.8,5397,7.4,8168
0500000US38019,"Cavalier County, North Dakota",3994,192,371,204,184,4.6,144,3.6,160,4,1006,,2035,104,193,112,108,5.3,83,4.1,67,3.3,454,,1959,88,176,92,78,4,59,3,94,4.8,554
0500000US38021,"Dickey County, North Dakota",5319,340,681,223,457,8.6,250,4.7,245,4.6,1165,,2651,188,339,122,252,9.5,130,4.9,125,4.7,482,,2668,152,342,104,208,7.8,120,4.5,120,4.5,683
0500000US38023,"Divide County, North Dakota",2058,76,173,70,66,3.2,49,2.4,70,3.4,562,,1094,39,94,40,30,2.7,23,2.1,27,2.5,277,,964,38,79,29,36,3.7,27,2.8,42,4.4,284
0500000US38025,"Dunn County, North Dakota",3535,159,435,194,244,6.9,184,5.2,177,5,626,,1825,46,217,102,128,7,124,6.8,99,5.4,301,,1710,113,217,94,116,6.8,60,3.5,79,4.6,323
0500000US38027,"Eddy County, North Dakota",2426,126,366,90,102,4.2,82,3.4,133,5.5,563,,1171,66,158,48,59,5,47,4,67,5.7,228,,1255,61,210,41,43,3.4,36,2.9,67,5.3,334
0500000US38029,"Emmons County, North Dakota",3578,165,444,165,132,3.7,104,2.9,97,2.7,980,,1833,92,214,82,81,4.4,60,3.3,70,3.8,464,,1745,73,229,80,51,2.9,42,2.4,24,1.4,517
0500000US38031,"Foster County, North Dakota",3389,190,342,180,230,6.8,136,4,125,3.7,807,,1685,89,184,88,143,8.5,64,3.8,66,3.9,344,,1704,99,157,90,85,5,72,4.2,60,3.5,462
0500000US38033,"Golden Valley County, North Dakota",1576,84,195,102,69,4.4,61,3.9,65,4.1,329,,808,63,119,58,45,5.6,24,3,39,4.8,143,,768,21,77,45,25,3.3,38,4.9,25,3.3,187
0500000US38035,"Grand Forks County, North Dakota",66662,4133,6933,2200,15132,22.7,5466,8.2,4066,6.1,6800,,34298,2161,3601,1235,8334,24.3,2950,8.6,2195,6.4,2847,,32364,2007,3366,971,6764,20.9,2524,7.8,1909,5.9,3948
0500000US38037,"Grant County, North Dakota",2458,91,231,111,145,5.9,91,3.7,79,3.2,646,,1216,32,94,71,89,7.3,47,3.9,34,2.8,319,,1242,60,137,40,55,4.4,43,3.5,43,3.5,328
0500000US38039,"Griggs County, North Dakota",2408,161,207,94,65,2.7,113,4.7,106,4.4,631,,1185,75,110,27,41,3.5,55,4.6,60,5.1,255,,1223,86,97,66,24,2,59,4.8,46,3.8,375
0500000US38041,"Hettinger County, North Dakota",2495,105,274,100,140,5.6,112,4.5,122,4.9,644,,1196,39,132,51,65,5.4,54,4.5,54,4.5,293,,1299,65,143,49,77,5.9,58,4.5,69,5.3,351
0500000US38043,"Kidder County, North Dakota",2499,127,282,77,155,6.2,110,4.4,100,4,607,,1301,70,147,39,85,6.5,62,4.8,62,4.8,284,,1198,58,135,38,71,5.9,47,3.9,36,3,323
0500000US38045,"LaMoure County, North Dakota",4184,222,494,172,209,5,159,3.8,176,4.2,1038,,2142,120,266,92,124,5.8,88,4.1,90,4.2,446,,2042,102,227,80,84,4.1,74,3.6,88,4.3,592
0500000US38047,"Logan County, North Dakota",1996,74,259,100,72,3.6,64,3.2,76,3.8,583,,1022,40,107,49,54,5.3,38,3.7,45,4.4,270,,974,34,152,51,17,1.7,26,2.7,31,3.2,313
0500000US38049,"McHenry County, North Dakota",5400,292,637,254,292,5.4,248,4.6,265,4.9,1123,,2796,157,341,134,162,5.8,129,4.6,143,5.1,520,,2604,133,294,120,128,4.9,120,4.6,125,4.8,604
0500000US38051,"McIntosh County, North Dakota",2857,157,246,74,129,4.5,103,3.6,100,3.5,994,,1370,84,141,42,69,5,49,3.6,47,3.4,400,,1487,74,104,31,59,4,52,3.5,55,3.7,593
0500000US38053,"McKenzie County, North Dakota",6262,470,889,282,532,8.5,363,5.8,376,6,889,,3191,195,460,176,300,9.4,201,6.3,166,5.2,412,,3071,273,430,107,233,7.6,163,5.3,209,6.8,479
0500000US38055,"McLean County, North Dakota",8923,410,964,366,473,5.3,348,3.9,437,4.9,1936,,4527,222,489,186,240,5.3,208,4.6,208,4.6,910,,4396,193,470,180,233,5.3,145,3.3,224,5.1,1029
0500000US38057,"Mercer County, North Dakota",8382,427,989,402,453,5.4,394,4.7,394,4.7,1324,,4351,204,566,226,252,5.8,209,4.8,200,4.6,596,,4031,222,423,181,202,5,185,4.6,189,4.7,730
0500000US38059,"Morton County, North Dakota",27076,1760,3493,1164,2139,7.9,1787,6.6,1679,6.2,3926,,13491,904,1632,648,1093,8.1,904,6.7,877,6.5,1727,,13585,856,1875,503,1046,7.7,883,6.5,815,6,2201
0500000US38061,"Mountrail County, North Dakota",7482,501,995,307,778,10.4,501,6.7,434,5.8,1003,,4026,246,531,165,427,10.6,362,9,246,6.1,479,,3456,259,467,142,356,10.3,142,4.1,187,5.4,522
0500000US38063,"Nelson County, North Dakota",3141,116,355,122,166,5.3,110,3.5,126,4,864,,1595,33,199,64,97,6.1,59,3.7,83,5.2,400,,1546,83,155,59,70,4.5,49,3.2,43,2.8,464
0500000US38065,"Oliver County, North Dakota",1793,97,253,68,70,3.9,59,3.3,86,4.8,330,,944,53,147,20,38,4,31,3.3,48,5.1,158,,849,44,106,48,32,3.8,29,3.4,38,4.5,172
0500000US38067,"Pembina County, North Dakota",7440,379,908,320,461,6.2,327,4.4,342,4.6,1518,,3779,185,472,159,246,6.5,178,4.7,197,5.2,695,,3661,190,432,161,212,5.8,150,4.1,150,4.1,824
0500000US38069,"Pierce County, North Dakota",4361,231,493,196,301,6.9,126,2.9,183,4.2,1055,,2169,115,252,104,180,8.3,69,3.2,87,4,412,,2192,116,241,94,121,5.5,55,2.5,94,4.3,642
0500000US38071,"Ramsey County, North Dakota",11400,707,1357,456,1015,8.9,707,6.2,559,4.9,2109,,5745,339,753,253,523,9.1,391,6.8,299,5.2,919,,5655,362,599,198,486,8.6,311,5.5,260,4.6,1188
0500000US38073,"Ransom County, North Dakota",5559,322,762,267,295,5.3,256,4.6,295,5.3,1101,,2840,179,406,148,159,5.6,122,4.3,148,5.2,488,,2719,144,356,120,133,4.9,136,5,147,5.4,614
0500000US38075,"Renville County, North Dakota",2440,129,268,105,210,8.6,183,7.5,88,3.6,454,,1283,64,133,63,101,7.9,136,10.6,47,3.7,221,,1157,66,135,40,108,9.3,47,4.1,39,3.4,233
0500000US38077,"Richland County, North Dakota",16382,917,2064,655,2293,14,868,5.3,770,4.7,2474,,8507,476,1089,332,1327,15.6,434,5.1,391,4.6,1123,,7875,433,977,323,969,12.3,441,5.6,370,4.7,1355
0500000US38079,"Rolette County, North Dakota",13885,1361,2444,819,1375,9.9,819,5.9,791,5.7,1375,,6862,652,1283,453,666,9.7,405,5.9,377,5.5,638,,7023,709,1159,372,716,10.2,414,5.9,407,5.8,744
0500000US38081,"Sargent County, North Dakota",3909,203,508,199,219,5.6,168,4.3,203,5.2,735,,2063,118,258,113,126,6.1,97,4.7,105,5.1,349,,1846,87,249,87,92,5,74,4,100,5.4,388
0500000US38083,"Sheridan County, North Dakota",1271,9,111,70,56,4.4,22,1.7,11,0.9,367,,628,0,51,28,40,6.4,13,2.1,11,1.8,173,,643,9,59,42,16,2.5,8,1.2,1,0.2,194
0500000US38085,"Sioux County, North Dakota",4149,502,768,253,473,11.4,282,6.8,236,5.7,290,,2139,270,404,148,267,12.5,139,6.5,118,5.5,126,,2010,233,362,107,205,10.2,145,7.2,119,5.9,163
0500000US38087,"Slope County, North Dakota",721,54,73,16,40,5.5,60,8.3,36,5,128,,374,15,49,11,12,3.2,34,9.1,19,5.1,59,,347,39,24,5,28,8.1,26,7.5,17,4.9,69
